country,policy,status,local_national,gov_non-gov,type,subtype,stability,justice,foreign,climate,start_day,start_month,start_year,end_day,end_moth,end_year,source1,text1,source2,text2,source3,text3,source4,text4,source5,text5,source 6,text6,source7,text7,source8,text8,source9,text9,source10,text10,source11,text11,source12,text12
Slovenia,Re-introduction of price caps for fuels,implemented,national,gov,measure fuel price,price cap,1,1,0,0,11,5,2022,11,4,2023,https://www.energetika-portal.si/nc/novica/n/ponovno-dolocene-najvisje-dovoljene-cene-pogopnskih-goriv-nmb-95-dizel/,"At the 374th correspondence session, the Government of the Republic of Slovenia re-issued the Regulation on the Determination of the Prices of Certain Petroleum Derivatives due to reasonably expected disruptions in the oil derivatives market and large price fluctuations that are not seasonal. For the next 3 months, the regulation determines the maximum allowed retail and wholesale price of unleaded 95-octane gasoline (NMB-95) and diesel fuel. The maximum allowed retail price with VAT for NMB-95 motor gasoline is 1,560 euros per liter, and 1,668 euros per liter for diesel. The maximum allowed retail price for NMB 95 and diesel is determined on the basis of the last 7-day average representative price of petroleum products for Slovenia, which were reported to the European Commission for the Weekly Oil Bulletin.
 
 The maximum allowed wholesale price with VAT for NMB-95 motor gasoline is 1,540 euros per liter, and for diesel 1,648 euros per liter. The highest possible wholesale prices are EUR 0.02/liter lower than the set retail price, which, according to the government, enables the sale of derivatives even to small retailers.
 
 The regulation orders companies not to stop selling goods due to the measure of determining the maximum allowed retail and wholesale price of petroleum derivatives. Therefore, after the end of the measure, the government will determine appropriate compensation for the duration of the measure to companies to which this measure causes significant damage.
 
 The regulation is published in the Official Gazette of the RS, no. 64/2022 and is valid until and including August 10, 2022.",German Embassy Slovenia: Eva Willems (Deputy Ambassador): v@laib.auswaertiges-amt.de,"05/11/2022:
 
 Regulation - Reintroduction of fuel price caps (NMB-95, diesel) - Determination for the **next three months**:
 
 · The **maximum retail selling price** including VAT is for NMB-95 petrol: €1.560 per liter and for diesel fuel €1.668 per liter. This is based on the last representative 7-day average price for petroleum products in SVN reported to EUKOM for the Weekly Oil Bulletin.
 
 · The **maximum wholesale price** including VAT is €1.540 per liter for **NMB-95 petrol and €1.648 per liter for diesel**.
 
 · The regulation was published in the Official Journal of RS No. 64/2022 and is valid **up to and including August 10, 2022**.",,,,,,,,,,,,,,,,,,,,
Slovenia,"Regulation of the prices of motor fuels (NMB-95, Diesel) outside highways and expressways",implemented,national,gov,measure fuel price,price cap,1,1,0,0,21,6,2022,21,6,2023,https://www.energetika-portal.si/nc/novica/n/regulacija-cen-pogonskih-goriv-nmb-95-dizel-izven-avtocest-in-hitrih-cest/,"At its 4th regular session, the Government of the Republic of Slovenia adopted the Regulation on pricing of certain petroleum products, which temporarily regulates the prices of motor fuels (unleaded 95-octane motor gasoline and diesel fuel) at gas stations outside highways and expressways for a period of one year. The regulation will enter into force on June 21, 2022 and will be valid for one year. The Regulation determines the mechanism for setting the prices of certain petroleum products, the components that must be taken into account by companies engaged in the activity of selling these petroleum products, and the criteria by which the prices or their components must be set.
 
 The government regulates the retail prices of 95-octane unleaded motor gasoline (NMB-95) and diesel with the regulation outside the highways and expressways. The retail price will be formed every 14 days according to the model specified in the regulation. In this case, the maximum allowed level of the distributor's margin is limited, which will amount to:
 
 up to and including August 16, 2022 for NMB-95 fuel 0.0607 EUR/liter and 0.0591 EUR/liter for diesel fuel;
 from 17/08/2022 for NMB-95 fuel 0.0994 EUR/liter and 0.0983 EUR/liter for diesel fuel.
 The initial period of validity of the new retail prices is from June 21 to July 4, 2022.",German Embassy Slovenia: Eva Willems (Deputy Ambassador): v@laib.auswaertiges-amt.de,"06/16/2022:
 
 Regulation - New regulation of retail prices for fuels (NMB-95, Diesel) away from motorways and expressways - entry into force **21. June 2022, validity: one year -** the retail price is determined every 14 days according to the model set out in the regulation.
 
 The dealers are granted the following maximum range:
 
 EUR 0.0607/litre for NMB-95 and EUR 0.0591/litre for diesel up to and including 16.8.2022;
 
 from August 17, 2022: EUR 0.0994/litre for NMB-95 fuel and EUR 0.0983/litre for diesel fuel.
 
 02.12.2022:
 
 Amendment of the Ordinance on the Pricing of Certain Petroleum Products:
 
 Now the biocomponent surcharge for NMB-95 and diesel is also taken into account when calculating the maximum permissible end customer prices; no further changes in fuel prices (Official Gazette of the RS, No. 151/2022).",https://www.energetika-portal.si/nc/novica/n/dopolnitev-uredbe-o-oblikovanju-cen-dolocenih-naftnih-derivatov/,"At the 27th regular session, the Government of the Republic of Slovenia adopted the amendment and supplement to the Regulation on pricing of certain petroleum derivatives, with which from now on the calculation of the maximum allowed retail prices will also take into account the supplement for the biocomponent in standard fuels NMB-95 and diesel. The regulation does not specify other changes in the determination of fuel prices. The regulation is published in the Official Gazette of the RS, no. 151/2022.",https://www.rtvslo.si/slovenija/kako-je-minilo-prvih-100-dni-vlade-roberta-goloba-mnenja-so-razlicna/639630,"Thus, after the enormously high prices of motor fuels in June of this year, from June 21, the prices of motor fuels at service stations outside the highways have been regulated again.",https://www.energetika-portal.si/nc/novica/n/opolnoci-visje-cene-naftnih-derivatov/,"From January 31, 2023 to February 13, 2023 inclusive, the maximum permitted retail prices of gasoline, diesel and heating oil will be slightly higher. The price of gasoline (NMB-95) will be 1.355 euros/liter, diesel fuel 1.529 euros/liter and fuel oil (ELKO) 1.151 euros/liter.",German Embassy Slovenia: Eva Willems (Deputy Ambassador): v@laib.auswaertiges-amt.de,"01/30/2023:

Higher prices for petroleum products from midnight

01/31 - incl. 02/13/2023 increase in maximum retail prices:

NMB-95: €1.355/litre

Diesel €1.529/litre

Rates regulated outside of motorways and expressways:

· €1.355 per liter of petrol with 95 octane (NMB-95), = increase of 6.7 cents

· €1.529 per liter of standard diesel, an increase of 4.6 cents

Dealers' margin is limited to a maximum of €0.0983 per liter for diesel and €0.0994 per liter for NMB-95 petrol, in accordance with the government regulation on the pricing of petroleum products outside motorways and expressways.",https://www.energetika-portal.si/nc/novica/n/opolnoci-spremenjene-cene-naftnih-derivatov/,"From February 14 to February 27, 2023, the maximum allowed retail price of diesel fuel will be reduced by 4 cents per liter, while the price of gasoline fuel (NMB-95) will remain unchanged. It will be necessary to pay 6.8 cents less for a liter of heating oil than before.",German Embassy Slovenia: Eva Willems (Deputy Ambassador): v@laib.auswaertiges-amt.de,"February 4th – including February 27th, 2023:

Reduction in maximum retail selling price for diesel by 4 cents per litre, price for NMB-95 remains unchanged

Rates regulated outside of motorways and expressways:

€1.355 per liter of 95-octane petrol (NMB-95), as before,

· €1.489 per liter of standard diesel, a reduction of 4.0 cents",https://www.energetika-portal.si/nc/novica/n/opolnoci-nekoliko-drazji-bencin/,"From February 28 to March 13, 2023 inclusive, the maximum allowable retail regulated price of gasoline fuel (NMB-95) will be higher by 0.4 cents per liter, while the price of diesel fuel outside the highway network will remain unchanged. It will be necessary to pay 0.5 cents less for a liter of fuel oil than before.",German Embassy Slovenia: Eva Willems (Deputy Ambassador): v@laib.auswaertiges-amt.de,"02/27/2023:

Petrol slightly more expensive at midnight

02/28 – incl. 03/13/2023: Increase of regulated maximum price NMB-95 by 0.4 cents per liter; Diesel price unchanged

Rates regulated outside of motorways and expressways:

· €1.359 per liter of 95-octane petrol (NMB-95), increased by 0.4 cents

€1.489 per liter of diesel fuel (standard)",https://www.energetika-portal.si/nc/novica/n/opolnoci-znizanje-maloprodajne-cene-dizelskega-goriva-in-kurilnega-olja/,"From March 28 to April 11, 2023 inclusive, the maximum permitted retail regulated price for a liter of diesel fuel will be 5.5 cents lower, and for a liter of fuel oil it will be necessary to pay 5.4 cents less than before. The retail price of standard gasoline fuel (NMB-95) outside the highway junction will remain unchanged.",https://www.energetika-portal.si/nc/novica/n/opolnoci-nekoliko-visje-cene-naftnih-derivatov/,"From March 14 to March 27, 2023 inclusive, the maximum permitted retail price for a liter of gasoline (NMB-95) and diesel fuel will be higher by 1.5 cents. For a liter of heating oil, it will be necessary to pay 1.9 cents more than before"
Slovenia,introduction of reduced excise duty on fuels,implemented,national,gov,measure fuel price,reduce fuel tax,1,1,0,0,1,2,2022,28,2,2023,https://www.ebvfinance.com/information-of-changes-in-excise-duty-rates,"01.01.2022 – 31.01.2022 – 0,05767 €/l
 
 01.02.2022 – 31.12.2022– 0,00 €/l
 
 01.01.2023 – 31.01.2023 – 0,0093 €/l
 
 01.02.2023 – 28.02.2023 – 0,03073 €/l From 2023 the possibility to recover part of the excise duty paid for fuel is returned in Slovenia. In the period from 2023 January 1 until January 31, a refundable excise duty coefficient is €0.0093 per liter.
 
 In the period from 2023 February 1 until February 28, a refundable excise duty rate is 0.03073 € per liter.",https://sloveniatimes.com/reduced-excise-on-energy-products-extended-by-end-of-july/,"The government has extended the validity of reduced excise duties on electricity, motor fuels, heating oil and natural gas for heating for three more months until 31 July.
 
 The reduced excise duties on energy products first kicked in on 1 February as part of a package of measures to mitigate the impact of energy price hikes on the population and businesses.
 
 The government later also capped the retail and wholesale prices of regular petrol and diesel fuel. It has recently also extended the cap on the prices of heating oil by another month.
 
 Announcing a new extension of the reduced excise duties after the cabinet session on Thursday, the Finance Ministry said it was trying to help the population and businesses cope with the high oil prices by fiscal policy measures as well.
 
 The reduced excise duties are 35.9 cents per litre of petrol, 33 cents per litre of diesel, 7.875 cents per litre of heating oil and 85.5 cents per megawatt hour of natural gas for heating.
 
 Unless the government extends by the end of this month administered prices of most motor fuels, these are expected to go up next week.
 
 Estimates by the newspaper Finance show petrol prices could exceed EUR 1.60 a litre on 1 May unless the government extends the price cap. Diesel could cost EUR 1.82 a litre, taking into account reduced excise.
 
 As of February the excise duty on electricity was reduced from EUR 3.05 per MWh to EUR 1.525 per MWh for small consumers and from EUR 1.80 to EUR 0.90 per MWh for large consumers (over 10.000 MWh per year).
 
 The reduced duty has been extended by three months, while the temporary freeze on network charges remains in force until the end of April.
 
 Asked about a potential extension or new measures to mitigate price hikes beyond the planned periods, the Infrastructure Ministry has not provided an answer.
 
 At the beginning of April, Prime Minister Janez Janša said the government would continue to intervene as long as necessary to contain high electricity prices, until these are reduced through a change in the European formula for the calculation of electricity prices. The funds were to come from state-owned power producers.",https://www.ebvfinance.com/information-of-changes-in-excise-duty-rates,"01.01.2022 – 31.01.2022 – 0,05767 €/l

01.02.2022 – 31.12.2022– 0,00 €/l

01.01.2023 – 31.01.2023 – 0,0093 €/l

01.02.2023 – 28.02.2023 – 0,03073 €/l	From 2023 the possibility to recover part of the excise duty paid for fuel is returned in Slovenia. In the period from 2023 January 1 until January 31, a refundable excise duty coefficient is €0.0093 per liter.

In the period from 2023 February 1 until February 28, a refundable excise duty rate is 0.03073 € per liter.",,,,,,,,,,,,,,,,,,
Spain,Compensation for gas-powered fleets,implemented,national,gov,alternative fuels,,0,0,1,0,1,1,2023,30,6,2023,https://www.mitma.gob.es/el-ministerio/sala-de-prensa/noticias/mar-27122022-1432,"For gas-powered fleets, a compensation of 27 cents is expected until March and 14 euro cents during the second quarter of the year, given the special circumstances faced by the gas price in this recent stage.",,,,,,,,,,,,,,,,,,,,,,
Spain,Aid to fuel-dependent sectors,implemented,national,gov,measure fuel price,,1,0,0,0,1,1,2023,30,6,2023,https://static.eurofound.europa.eu/covid19db/cases/ES-2023-1_3042.html,"The government has approved fuel subsidies for the sectors most affected by the rise in fuel prices, such as hauliers, farmers, shipping companies and fishermen. Thanks to this measure, the discount of 20 cents per litre of fuel is maintained for certain professional groups in the transport or agricultural sector (the previous measure, from 2022, which was generalised for all citizens who bought fuel for their vehicles, is eliminated).
 
 For some professional groups that do not benefit from this discount on the price of hydrocarbons, a direct subsidy is established per type of vehicle (taxis, VTC, goods transport, ambulances or buses) ranging from €300 to €3,690.",,,,,,,,,,,,,,,,,,,,,,
Spain,introduction of 20 cent fuel bonus (reimbursement),implemented,national,mixed,measure fuel price,subsidy fuel price,1,1,0,0,1,4,2022,31,12,2022,https://www.thelocal.es/20220401/how-drivers-in-spain-can-get-20-centre-off-every-litre-of-fuel,"As part of Pedro Sánchez’s plan to lessen the impact of the Ukraine war on the Spanish economy, back in April the government included “a minimum reduction of 20 cents per litre of fuel” as one of its main measures to reduce spiralling costs for “families and businesses”.
 
 This is available to all people in Spain, not just lorry drivers and other workers in the transport sector who went on strike en masse for two weeks in March over crippling fuel costs. 
 
 The price drop applies to all types of gasoline, diesel and gas, as well as bioethanol, biodiesel and the special additive AdBlue. The State finances 15 cents whilst the oil companies cover 5 cents, although Sánchez has praised the fact that some multinationals have committed to subsidising an even higher cost. 
 
 All in all, it will cost the Spanish government an estimated €1.4 billion to offer these subsidies to the Spanish public, and €473 million for the petrol companies. It started on Friday April 1st 2022 and was initially planned to last three months until June 30th.
 
 However, the Spanish government indicated early on that the package of measures rolled out in response to the Ukraine War could be extended beyond that date if necessary, something which they have done, with the new deadline set for September 30th.",https://www.majorcadailybulletin.com/news/international/2022/03/25/99093/spain-hauliers-strike-fuel-price-reduction-agreement.html,Twelve hours of talks on Thursday into the early hours of Friday morning have resulted in agreement to reduce the price of a litre of fuel by 20 cents until June 30.,https://spanishnewstoday.com/archived-_-spanish-filling-stations-pocket-part-of-government-fuel-discount_1798400-a.html?#bottom_navigate,"When the Spanish government implemented a 20-cent per litre fuel subsidy on April 1, drivers across the country anticipated a long-awaited price cut in petrol and diesel as costs have continued to break all records for months. Sadly, this measure has proven to be a bit of a flop and fuel prices are spiralling out of control, with the likelihood that petrol will exceed 3 euros per litre before the summer is out.",https://www.thelocal.es/20220401/how-drivers-in-spain-can-get-20-centre-off-every-litre-of-fuel,"It started on Friday April 1st 2022 and was initially planned to last three months until June 30th.

However, the Spanish government indicated early on that the package of measures rolled out in response to the Ukraine War could be extended beyond that date if necessary, something which they have done, with the new deadline set for September 30th.",https://www.lamoncloa.gob.es/lang/en/gobierno/councilministers/Paginas/2022/20220625_council-extr.aspx,The new decree also extends the 20 cents per litre discount on fuel prices until 31 December. ,https://spanishnewstoday.com/fuel-bonus-spain-considers-maintaining-the-fuel-discount-beyond-december-31_1815084-a.html?&_ga=2.215071319.1735183443.1671543695-243290458.1671543694#bottom_navigate,"The Minister of Transport, Mobility and Urban Agenda, Raquel Sánches, confirmed this week that "" the Goverment bonus of 20 cents per litre of fuel"" could be extended beyond December 31, when the current measures are due to expire. ",https://murciatoday.com/spanish-government-determined-to-scrap-the-20-cent-fuel-bonus-in-the-new-year_1920403-a.html,"The clock is ticking quickly towards December 31 and all indications form the Spanish government are that the universal 20 cent per litre fuel bonus will be eliminated, and the aid redirected towards the lowest incomes. ",https://www.lamoncloa.gob.es/consejodeministros/resumenes/Paginas/2022/271222-rp-cministros-cumpliendo.aspx,"The Executive has also approved a discount on fuel for the sectors most affected by its rise, such as carriers, farmers, shipping companies and fishermen. The general bonus of 20 cents per liter of fuel adopted in March is terminated.","Valerie Möhring, German Embassy Madrid wi-10@madri.auswaertiges-amt.de; Joachim Schwidtal wi-100@madri.auswaertiges-amt.de","Since January 1, 2023, the fuel discount for private individuals has been discontinued, and only a subsidy of 0.20 EUR per liter consumed is granted for commercial vehicles, which will be paid out at the end of each application month. From April 1, 2023, the fuel subsidy for commercial vehicles will be reduced from 0.20 EUR to 0.10 EUR per liter, and from July 1, 2023, it will be completely discontinued.

(For gas-fueled fleets, considering the specific circumstances faced by the gas price in this recent phase, the subsidy will be 0.27 EUR until March and 0.14 EUR in the second quarter of the year).",https://www.lamoncloa.gob.es/consejodeministros/resumenes/Paginas/2022/271222-rp-cministros-cumpliendo.aspx,The new decree also extends the bonus of 20 cents per liter in the price of fuel until December 31.,,,,
Spain,extension of 20 cent fuel bonus for professional road transport (with reduction to 10 cents from 1.4.2023),implemented,national,mixed,measure fuel price,subsidy fuel price,1,1,0,0,1,1,2023,30,6,2023,https://www.mitma.gob.es/el-ministerio/sala-de-prensa/noticias/mar-27122022-1432,"The Government has extended until June 30, 2023 the fuel bonus for the professional road transport sector. The measure, included in the Royal Decree-law to respond to the economic and social consequences of the war in Ukraine approved today by the Council of Ministers, is divided into two phases: the first contemplates a discount of 20 cents per liter of fuel consumed between on January 1 and March 31, and the second a bonus of 10 euro cents between April 1 and June 30.",,,,,,,,,,,,,,,,,,,,,,
Spain,additional 80% rebate on the ship tax & goods tax on maritime lines,implemented,national,gov,other,,1,0,0,0,1,4,2022,30,6,2022,https://www.lamoncloa.gob.es/lang/en/gobierno/councilministers/Paginas/2022/20220329_council.aspx,an additional 80% rebate on the ship tax and the goods tax on maritime lines connecting the mainland and ports outside the mainland belonging to the state-owned port system.,https://www.deltasesores.com/guia-de-la-principales-medidas-aprobadas-por-el-gobierno-contra-las-consecuencias-de-la-guerra-en-ucrania/,"Ship tax bonus: between April 1 and June 30, 2022, an additional bonus of 80% of the final tax rate will be applied, resulting from applying other pertinent bonuses, settled by the Port Authorities of Ceuta, Melilla, the Balearic Islands, Las Palmas and Santa Cruz de Tenerife for the vessel fee (T-1) and merchandise fee (T-3), for those shipping lines and services that connect the peninsula with the ports managed by said Authorities port",,,,,,,,,,,,,,,,,,,,
Spain,introduction of free train tickets for short and medium-distance journeys,implemented,national,gov,subsidy public transport,,0.5,1,1,1,1,9,2022,31,12,2023,https://www.mitma.gob.es/el-ministerio/sala-de-prensa/noticias/sab-25062022-1611,"The reduction in rates will reach 50% in multi-journey tickets for rail services provided by Renfe subject to Public Service Obligations (Cercanías, Media Distancia and Avant), as well as multi-journey tickets for state concessions for regular public transport services. of general use passengers by road, which are acquired in that period and under the same conditions.Direct aid is granted to reduce by 30% the price of passes and multi-trip tickets for collective public transport under regional or local jurisdiction, sold between September 1 and December 31, 2022 and whose validity falls within said period.This is a measure that encourages the use of collective public transport in compulsory daily mobility and reduces its cost for the citizen in an extraordinary situation of increasing energy and fuel prices.The autonomous communities and local entities that commit to implement a 30% reduction in the price of season tickets and multi-trip tickets for land transport services under their jurisdiction between September 1 and December 31, will be beneficiaries of the aid. 2022.To finance the measure, 221 million euros will be allocated, which will be financed through an extraordinary credit",https://www.catalannews.com/new-to-catalonia/item/free-renfe-train-tickets-and-50-subsidized-metro-passes-how-will-it-work,"Initially, it was expected to be 50% cheaper, however, Sánchez made tickets for short and medium-distance trains run by state-owned operator Renfe, which will be free for four months.",https://www.catalannews.com/politics/item/spain-to-fully-subsidize-renfe-train-tickets-from-september-to-december,"The Spanish government will fully subsidize Renfe train tickets between September 1 and December 31, as announced by PM Pedro Sánchez on July 12 in Congress. This will see different transport options in Catalonia reduce their price in full. 
 
 Initially, it was expected to be 50% cheaper, however, Sánchez made tickets for short and medium-distance trains run by state-owned operator Renfe, which will be free for four months. 
 
 This is in addition to the up to 50% discount on public transport fees – 30% of which will be covered by the Spanish government, 20% by the Catalan one – that was announced in June and will be in place over th",https://www.theguardian.com/money/2022/jul/15/spain-announces-free-rail-journeys-from-september-until-the-end-of-the-year,"To tackle the cost-of-living crisis, the Spanish government is implementing 100% discounts on commuter and medium-distance routes",https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/transportes/Paginas/2023/020123-abonos-gratuitos-renfe-2023.aspx,"Renfe season tickets in 2023 are free, but the user must pay a deposit of 10 euros in the case of Cercanías and Rodalies and 20 euros in the case of Media Distancia. Renfe recommends that payment be made by credit/debit card.
 The deposit will be returned automatically at the end of the four months of validity of the subscription, provided that the user has made a minimum of 16 trips.
 In the case of payment by card, the refund will be made automatically through the same means. If the payment is in cash, the return will be made through the ticket offices of the stations.",https://www.euronews.com/travel/2022/10/04/spain-short-and-medium-distance-trains-will-be-free-this-autumn-thanks-to-a-windfall-tax,"Spain has just extended its free train travel scheme through to December 2023. 

Earlier this year, free train tickets were introduced for short and medium-distance journeys. It started on 1 September and was originally meant to end on 31 December.

Now, the country's Minister of Finance María Jesús Montero has pledged €700 million to extend the scheme until the end of next year - and it could be here to stay for the foreseeable future. 

""We are going to convert this policy into a structural one and we will see the concrete results of public transport to reduce CO2. It is a priority policy in the coming years,"" she said. 

The environmental and social impacts of these free multi-trip tickets will be reevaluated then to see if it is worth continuing with the scheme. ",https://www.lamoncloa.gob.es/consejodeministros/resumenes/Paginas/2022/271222-rp-cministros-cumpliendo.aspx,"This measure is added to the continuity during 2023 of the free rail transport of Cercanías, Rodalies and conventional Media Distancia ( Renfe 2023 free pass ) and state-owned bus lines for regular travelers, as well as discounts on 50% of Avant subscriptions.",https://www.mitma.gob.es/el-ministerio/campanas-de-publicidad-acciones-de-comunicacion-y-otros-eventos/date_respiro_con_transporte_publico,"One-year extension of the free Renfe subscriptions and 50% discounts on Avant services for regular travelers.
",,,,,,,,
Spain,"introduction of 30-50% discount on public transport fees (Avant, medium-distance transport etc.)",implemented,national,gov,subsidy public transport,,0.5,1,1,1,1,9,2022,31,12,2022,https://www.mitma.gob.es/el-ministerio/sala-de-prensa/noticias/sab-25062022-1610,"The reduction in rates will reach 50% in multi-journey tickets for rail services provided by Renfe subject to Public Service Obligations (Cercanías, Media Distancia and Avant), as well as multi-journey tickets for state concessions for regular public transport services. of general use passengers by road, which are acquired in that period and under the same conditions.Direct aid is granted to reduce by 30% the price of passes and multi-trip tickets for collective public transport under regional or local jurisdiction, sold between September 1 and December 31, 2022 and whose validity falls within said period.This is a measure that encourages the use of collective public transport in compulsory daily mobility and reduces its cost for the citizen in an extraordinary situation of increasing energy and fuel prices.The autonomous communities and local entities that commit to implement a 30% reduction in the price of season tickets and multi-trip tickets for land transport services under their jurisdiction between September 1 and December 31, will be beneficiaries of the aid. 2022.To finance the measure, 221 million euros will be allocated, which will be financed through an extraordinary credit",https://www.aa.com.tr/en/europe/spain-launches-free-discounted-public-transportation/2674349#,"The price of taking trains, metros, and buses in Spain was dramatically reduced on Thursday as part of a government package to counteract inflation and encourage the use of public transport.
 
 Frequent travelers can now travel for free on short and medium-distance trains operated by the public company Renfe, which is also slashing the cost of some high-speed routes by 50%.
 
 Most cities and regional governments across the country are also applying at least a 30% discount on public transport, with the details varying in each city.
 
 In Madrid, for instance, the price of monthly public transportation passes is being cut in half. In Barcelona, all public transportation, including single passes, will be sold at a 50% discount.
 
 Government calculations suggest that the discounted train travel alone would save a family living on the outskirts of major cities like Madrid, Barcelona, and Valencia between €150 ($151) and €250 per month.",https://www.lamoncloa.gob.es/consejodeministros/resumenes/Paginas/2022/271222-rp-cministros-cumpliendo.aspx,"In addition, with the aim of promoting public transport, a 50% reduction in the price of all monthly passes and any multi-trip land transport ticket provided by the State or state entities is approved; the reduction will be 30% for subscriptions from the autonomous communities or local entities, which may complete the measure with their own resources up to 50%. Sánchez has indicated that the reduction will be applied from September 1 to December 31.",https://www.lamoncloa.gob.es/lang/en/gobierno/councilministers/Paginas/2022/20220625_council-extr.aspx,"Additionally, and with the aim of promoting public transport, a 50% reduction has been approved on the price of all monthly season tickets and any multi-trip ticket for land transport provided by the state or state entities. The reduction will be 30% for tickets issued in the autonomous communities and by local bodies, who will be able to top the measure up to 50% with their own resources. Sánchez affirmed that the reduction will apply from 1 September to 31 December.",,,,,,,,,,,,,,,,
Spain,additional reduction of public transport fees in several cities,implemented,national,gov,subsidy public transport,,0.5,1,1,1,1,9,2022,30,6,2023,https://www.catalannews.com/new-to-catalonia/item/free-renfe-train-tickets-and-50-subsidized-metro-passes-how-will-it-work,"This is in addition to the up to 50% discount on public transport fees – 30% of which will be covered by the Spanish government, 20% by the Catalan one – that was announced in June and will be in place over the same period.","Valerie Möhring, Auswärtiges Amt Madrid Botschaft wi-10@madri.auswaertiges-amt.de; Joachim Schwidtal wi-100@madri.auswaertiges-amt.de","Die Region Madrid gewährt vom 01.02.2023 bis zum 30.06.2023 eine zusätzliche Ermäßigung von 10%, so dass die Gesamtermäßigung bei 60% liegt.",https://cadenaser.com/nacional/2022/12/27/estas-son-las-comunidades-que-si-aplicaran-un-50-de-descuento-enel-transporte-publico-a-partir-del-1-de-enero-cadena-ser/,"The Government decides to continue with the free subscriptions on the medium-distance, Cercanías and Rodalies trains and the long-haul buses of state concession and will also continue helping communities and municipalities to cover transport expenses that do not depend on directly from the State, but it puts a condition on them: the Executive will reduce urban and interurban public transport fares by 30% in those territories in which the regional and local governments complement it up to 50%.
 
 Until now, the Government subsidized communities and municipalities by 30% regardless of whether or not they extended the aid. Now, if they do not discount it up to 50%, they will not have that 30% discount covered by the State either. With a few days to go before the new year begins, the communities have to decide what they will do in their territories. Some have already decided that they accept the condition, while others are still studying it.",,,,,,,,,,,,,,,,,,
Spain,extension of 30% discount of public transport price in autonomous communities and local entitites,implemented,national,gov,subsidy public transport,,0.5,1,1,1,1,1,2023,30,6,2023,"Valerie Möhring, Auswärtiges Amt Madrid Botschaft wi-10@madri.auswaertiges-amt.de; Joachim Schwidtal wi-100@madri.auswaertiges-amt.de","Vom 01.09.2022 bis 31.12.2022 finanzierte der spanische Staat eine 30%ige Ermäßigung auf Zeitkarten und Mehrfahrtenkarten für die Autonomen Regionen und Kommunen, die die Ermäßigung auf mindestens 50% erhöhen. Diese Maßnahme wird bis zum 30.06.2023 verlängert.",https://www.mitma.gob.es/el-ministerio/campanas-de-publicidad-acciones-de-comunicacion-y-otros-eventos/date_respiro_con_transporte_publico,"The Government will finance the reduction of 30% of the passes and multi-trip tickets for public transport to the CCAAs and local entities that raise the discount to 50%, between January 1 and June 30, 2023.",,,,,,,,,,,,,,,,,,,,
Spain,50% reduction on AVANT tickets,implemented,national,gov,subsidy public transport,,0.5,1,1,1,1,9,2022,31,12,2023,https://www.mitma.gob.es/el-ministerio/sala-de-prensa/noticias/sab-25062022-1611,"the reduction in rates will reach 50% in multi-journey tickets for rail services provided by Renfe subject to Public Service Obligations (Cercanías, Media Distancia and Avant), as well as multi-journey tickets for state concessions for regular public transport services. of general use passengers by road, which are acquired in that period and under the same conditions.Direct aid is granted to reduce by 30% the price of passes and multi-trip tickets for collective public transport under regional or local jurisdiction, sold between September 1 and December 31, 2022 and whose validity falls within said period.",https://www.mitma.gob.es/el-ministerio/campanas-de-publicidad-acciones-de-comunicacion-y-otros-eventos/date_respiro_con_transporte_publico,One-year extension of the free Renfe subscriptions and 50% discounts on Avant services for regular travelers.,https://www.mitma.gob.es/el-ministerio/campanas-de-publicidad-acciones-de-comunicacion-y-otros-eventos/descuentos-transporte-publico-2023/renfe#ave,"Finally, the 50% discount for recurring users of the rest of the Avant rail services, declared as a public service obligation, has been extended for one year. For example, if the price of a 50-journey Avant monthly pass for the Barcelona-Lleida route amounts to 576.20 euros, the annual cost would add up to 6,912 euros, so with the 50% discount, the user will be able to save about 3,456 euros per year.

Thus, a 50% discount will be applied to all Avant multi-trip tickets (Plus Card Subscription, Plus 10 Card or Plus 10-45 Card), sold between January 1 and December 31, 2023, with conditions of specific use.

In this sense, although the different types of subscription have a different period of use and validity, the tickets purchased next year cannot be used after January 31, 2024.

For its part, given the extension of the discounts, the Ministry has decided to eliminate the limitation of use restriction established until January 31, 2023 for season tickets sold in 2022, applying the established general limitation.

In this sense, these high-speed lines that in 2022 were subsidized with a specific scheme, in 2023 are governed by the same conditions as Avant services.",,,,,,,,,,,,,,,,,,
